Potion Number,Ranking,Artist,Artist Rarity,Element,Element Rarity,Finish,Finish Rarity,Color,Color Rarity,Shape,Shape Rarity,Taste,Taste Rarity,Matter,Matter Rarity,Potency,Potency Rarity,Temperature,Temperature Rarity,Superpower,Superpower Rarity
2595,497,,,Pop Art,0.67%,Inu,0.33%,Mustard,1.33%,Edamame,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Loyalty,2.00%
2365,498,,,Precious Metals,1.00%,Aurum,0.33%,Gold,0.67%,Beacon,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Gratitude,4.00%
468,499,,,Precious Metals,1.00%,Aurum,0.33%,Gold,0.67%,Drillbit,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Love,5.00%
2538,500,,,Wood,7.67%,Log,0.33%,Mocha,0.67%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Toxic,1.00%,Toasty,22.00%,Elegance,12.00%
2756,501,,,Precious Metals,1.00%,Aurum,0.33%,Gold,0.67%,Classic,10.00%,Bitter,18.00%,Liquid,50.00%,Severe,9.00%,Toasty,22.00%,Kindness,15.00%
780,502,,,Rock,1.00%,Icelandic Rock,0.33%,Charcoal,0.67%,Spool,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Charm,6.00%
1336,503,,,Rock,1.00%,Icelandic Rock,0.33%,Charcoal,0.67%,Hourglass,10.00%,Sour,21.00%,Solid,30.00%,Severe,9.00%,Ambient,41.00%,Pride,15.00%
2932,504,,,Precious Metals,1.00%,Aurum,0.33%,Gold,0.67%,Spool,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Charm,6.00%
2382,505,,,Rock,1.00%,Icelandic Rock,0.33%,Charcoal,0.67%,Blimp,10.00%,Salty,30.00%,Liquid,50.00%,Severe,9.00%,Steamy,30.00%,Kindness,15.00%
1386,506,,,Rock,1.00%,Icelandic Rock,0.33%,Charcoal,0.67%,Edamame,10.00%,Sweet,30.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%
863,507,,,Straw,0.33%,Mosaic,2.00%,Gold,0.67%,Blimp,10.00%,Salty,30.00%,Gas,2.00%,Mild,40.00%,Ambient,41.00%,Charm,6.00%
390,508,,,Rock,1.00%,Icelandic Rock,0.33%,Charcoal,0.67%,Original,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Elegance,12.00%
2041,509,,,Straw,0.33%,Mosaic,2.00%,Gold,0.67%,Hourglass,10.00%,Bitter,18.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Loyalty,2.00%
1828,510,,,Clay,2.00%,Pavers,0.33%,Mauve,0.67%,Carrot,10.00%,Salty,30.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Loyalty,2.00%
242,511,,,Rock,1.00%,Icelandic Rock,0.33%,Charcoal,0.67%,Carrot,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Pride,15.00%
2761,512,,,Snow,3.33%,Windspread,0.33%,White,3.33%,Beacon,10.00%,Sour,21.00%,Liquid,50.00%,Toxic,1.00%,Ambient,41.00%,Forgiveness,1.00%
2556,513,,,Precious Metals,1.00%,Aurum,0.33%,Gold,0.67%,Wormhole,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%
1656,514,,,Rock,1.00%,Icelandic Rock,0.33%,Charcoal,0.67%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
782,515,,,Rock,1.00%,Icelandic Rock,0.33%,Charcoal,0.67%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Elegance,12.00%
26,516,,,Precious Metals,1.00%,Aurum,0.33%,Gold,0.67%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Kindness,15.00%
2734,517,,,Precious Metals,1.00%,Aurum,0.33%,Gold,0.67%,Hourglass,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
628,518,,,Pop Art,0.67%,Inu,0.33%,Mustard,1.33%,Original,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Steamy,30.00%,Courtesy,5.00%
331,519,,,Pop Art,0.67%,Inu,0.33%,Mustard,1.33%,Carrot,10.00%,Salty,30.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%
1174,520,,,Pop Art,0.67%,Inu,0.33%,Mustard,1.33%,Drillbit,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Gratitude,4.00%
1305,521,,,Plaster,5.67%,Chipped,0.67%,Blue Green,0.33%,Spool,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Chilled,2.00%,Sympathy,3.00%
2318,522,,,Terrain,4.00%,Icelandic Moss,0.33%,Coffee,1.33%,Spool,10.00%,Umami,1.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Loyalty,2.00%
2146,523,,,Metal,7.33%,Grooved,0.67%,Blacks,0.33%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Chilled,2.00%,Courage,3.00%
1789,524,,,Pop Art,0.67%,Inu,0.33%,Mustard,1.33%,Wormhole,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Artistry,5.00%
374,525,,,Brick,1.67%,Roman,0.33%,Faded Red,0.67%,Drillbit,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Empathy,3.00%
396,526,,,Pop Art,0.67%,Inu,0.33%,Mustard,1.33%,Classic,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Patience,5.00%
1988,527,,,Clay,2.00%,Pavers,0.33%,Mauve,0.67%,Edamame,10.00%,Bitter,18.00%,Condensate,10.00%,Mild,40.00%,Toasty,22.00%,Sympathy,3.00%
2564,528,,,Plaster,5.67%,Chipped,0.67%,Blue Green,0.33%,Carrot,10.00%,Bitter,18.00%,Condensate,10.00%,Mild,40.00%,Chilled,2.00%,Artistry,5.00%
306,529,,,Culinary,2.00%,Pomegranate,0.33%,Pomegranate,0.67%,Classic,10.00%,Sweet,30.00%,Condensate,10.00%,Moderate,50.00%,Boling,5.00%,Courtesy,5.00%
360,530,,,Brick,1.67%,Roman,0.33%,Faded Red,0.67%,Edamame,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Empathy,3.00%
955,531,,,Paper,3.00%,Checkered,0.67%,Brown & Orange,0.33%,Edamame,10.00%,Sweet,30.00%,Solid,30.00%,Severe,9.00%,Steamy,30.00%,Compassion,2.00%
2105,532,,,Culinary,2.00%,Coffee Beans,0.33%,Coffee,1.33%,Hourglass,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Boling,5.00%,Forgiveness,1.00%
326,533,,,Straw,0.33%,Mosaic,2.00%,Gold,0.67%,Beacon,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Boling,5.00%,Gratitude,4.00%
2369,534,,,Faux Fur,1.67%,Sheep,0.33%,Caramel,1.00%,Spool,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Chilled,2.00%,Courage,3.00%
1015,535,,,Brick,1.67%,Roman,0.33%,Faded Red,0.67%,Hourglass,10.00%,Sour,21.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%
1321,536,,,Rock,1.00%,River Stones,0.33%,Grayscale,1.33%,Spool,10.00%,Sour,21.00%,Solid,30.00%,Severe,9.00%,Toasty,22.00%,Compassion,2.00%
59,537,,,Wood,7.67%,Ribbed,0.67%,Camel,0.33%,Spool,10.00%,Sweet,30.00%,Gas,2.00%,Moderate,50.00%,Toasty,22.00%,Gratitude,4.00%
1426,538,,,Clay,2.00%,Pavers,0.33%,Mauve,0.67%,Beacon,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Honesty,3.00%
363,539,,,Straw,0.33%,Mosaic,2.00%,Gold,0.67%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Empathy,3.00%
1738,540,,,Straw,0.33%,Mosaic,2.00%,Gold,0.67%,Spool,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Courtesy,5.00%
831,541,,,Pop Art,0.67%,Inu,0.33%,Mustard,1.33%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
2492,542,,,Metal,7.33%,Grooved,0.67%,Blacks,0.33%,Wormhole,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Chilled,2.00%,Artistry,5.00%
1782,543,,,Rock,1.00%,Lava,0.33%,Midnight,1.33%,Beacon,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Loyalty,2.00%
285,544,,,Brick,1.67%,Roman,0.33%,Faded Red,0.67%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Love,5.00%
2561,545,,,Fiber Glass,0.67%,Sharp,0.67%,Blueberry,0.67%,Original,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Chilled,2.00%,Sympathy,3.00%
1407,546,,,Pop Art,0.67%,Wonderland,0.33%,Polychromatic,2.67%,Blimp,10.00%,Sour,21.00%,Condensate,10.00%,Mild,40.00%,Ambient,41.00%,Fairness,3.00%
1962,547,,,Fabric,5.00%,Tarp,0.67%,Enamel,0.33%,Blimp,10.00%,Salty,30.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Compassion,2.00%
1452,548,,,Stone,2.00%,Striped,2.00%,Gray & White,0.33%,Hourglass,10.00%,Bitter,18.00%,Condensate,10.00%,Toxic,1.00%,Toasty,22.00%,Love,5.00%
693,549,,,Wood,7.67%,Ribbed,0.67%,Camel,0.33%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Chilled,2.00%,Charm,6.00%
570,550,,,Brick,1.67%,Roman,0.33%,Faded Red,0.67%,Spool,10.00%,Sweet,30.00%,Plasma,8.00%,Mild,40.00%,Toasty,22.00%,Pride,15.00%
2206,551,,,Wood,7.67%,Ribbed,0.67%,Camel,0.33%,Original,10.00%,Bitter,18.00%,Condensate,10.00%,Mild,40.00%,Chilled,2.00%,Elegance,12.00%
90,552,,,Brick,1.67%,Roman,0.33%,Faded Red,0.67%,Blimp,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%
2573,553,,,Porcelain,0.67%,Blocks,0.33%,Eggshell,3.67%,Beacon,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Boling,5.00%,Honesty,3.00%
1657,554,,,Culinary,2.00%,Pomegranate,0.33%,Pomegranate,0.67%,Edamame,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Gratitude,4.00%
2107,555,,,Porcelain,0.67%,Blocks,0.33%,Eggshell,3.67%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Loyalty,2.00%
2364,556,,,Fabric,5.00%,Tapestry,1.00%,Golden,0.33%,Carrot,10.00%,Umami,1.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
1409,557,,,Brick,1.67%,Roman,0.33%,Faded Red,0.67%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Charm,6.00%
2533,558,,,Fabric,5.00%,Tapestry,1.00%,Golden,0.33%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Toxic,1.00%,Ambient,41.00%,Elegance,12.00%
2913,559,,,Ceramic,7.67%,Rectangle,0.67%,Tuscany,0.33%,Original,10.00%,Salty,30.00%,Condensate,10.00%,Moderate,50.00%,Chilled,2.00%,Pride,15.00%
227,560,,,Fabric,5.00%,Studded,1.00%,Blue Jeans,0.33%,Edamame,10.00%,Umami,1.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
631,561,,,Porcelain,0.67%,Bubble Wrap,0.33%,Eggshell,3.67%,Spool,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Steamy,30.00%,Honesty,3.00%
694,562,,,Flora,4.67%,Moss,0.33%,Moss Green,0.67%,Edamame,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Compassion,2.00%
2893,563,,,Flora,4.67%,Moss,0.33%,Moss Green,0.67%,Beacon,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Humanity,2.00%
1142,564,,,Clay,2.00%,Pavers,0.33%,Mauve,0.67%,Classic,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Love,5.00%
2028,565,,,Fabric,5.00%,Studded,1.00%,Blue Jeans,0.33%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Forgiveness,1.00%
115,566,,,Pop Art,0.67%,Wonderland,0.33%,Polychromatic,2.67%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Sympathy,3.00%
171,567,,,Culinary,2.00%,Pomegranate,0.33%,Pomegranate,0.67%,Beacon,10.00%,Sour,21.00%,Plasma,8.00%,Mild,40.00%,Toasty,22.00%,Kindness,15.00%
2956,568,,,Straw,0.33%,Mosaic,2.00%,Gold,0.67%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Artistry,5.00%
1085,569,,,Paper,3.00%,Checkered,0.67%,Brown & Orange,0.33%,Beacon,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Courage,3.00%
1692,570,,,Culinary,2.00%,Pomegranate,0.33%,Pomegranate,0.67%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Patience,5.00%
680,571,,,Brick,1.67%,Roman,0.33%,Faded Red,0.67%,Original,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
636,572,,,Porcelain,0.67%,Bubble Wrap,0.33%,Eggshell,3.67%,Wormhole,10.00%,Salty,30.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Courage,3.00%
840,573,,,Paper,3.00%,Checkered,0.67%,Brown & Orange,0.33%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Courage,3.00%
2098,574,,,Straw,0.33%,Mosaic,2.00%,Gold,0.67%,Edamame,10.00%,Sour,21.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Elegance,12.00%
1873,575,,,Brick,1.67%,Roman,0.33%,Faded Red,0.67%,Beacon,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%
573,576,,,Brick,1.67%,Roman,0.33%,Faded Red,0.67%,Carrot,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
1397,577,,,Wood,7.67%,Slate Tiles,0.33%,Dark Gray,0.67%,Hourglass,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Chilled,2.00%,Kindness,15.00%
678,578,,,Clay,2.00%,Pavers,0.33%,Mauve,0.67%,Blimp,10.00%,Sweet,30.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
562,579,,,Culinary,2.00%,Pomegranate,0.33%,Pomegranate,0.67%,Hourglass,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
1086,580,,,Wood,7.67%,Chipboard,0.33%,Caramel,1.00%,Spool,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Forgiveness,1.00%
2944,581,,,Paper,3.00%,Checkered,0.67%,Brown & Orange,0.33%,Hourglass,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Honesty,3.00%
2122,582,,,Porcelain,0.67%,Blocks,0.33%,Eggshell,3.67%,Drillbit,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Boling,5.00%,Love,5.00%
290,583,,,Fabric,5.00%,Tarp,0.67%,Enamel,0.33%,Classic,10.00%,Bitter,18.00%,Solid,30.00%,Severe,9.00%,Ambient,41.00%,Honesty,3.00%
603,584,,,Ceramic,7.67%,Rectangle,0.67%,Tuscany,0.33%,Blimp,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Compassion,2.00%
659,585,,,Ceramic,7.67%,Rectangle,0.67%,Rose & White,0.33%,Classic,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Loyalty,2.00%
278,586,,,Wood,7.67%,Chipboard,0.33%,Caramel,1.00%,Carrot,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Humor,1.00%
312,587,,,Porcelain,0.67%,Blocks,0.33%,Eggshell,3.67%,Edamame,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Sympathy,3.00%
1818,588,,,Wood,7.67%,Log,0.33%,Mocha,0.67%,Edamame,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Boling,5.00%,Sympathy,3.00%
70,589,,,Wood,7.67%,Chipboard,0.33%,Caramel,1.00%,Original,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Forgiveness,1.00%
2257,590,,,Cork,2.67%,Roman Mosaic,1.33%,Peanut,0.33%,Beacon,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Forgiveness,1.00%
28,591,,,Concrete,9.00%,Herringbone,0.33%,Charcoal,0.67%,Wormhole,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Compassion,2.00%
524,592,,,Paper,3.00%,Checkered,0.67%,Brown & Orange,0.33%,Classic,10.00%,Salty,30.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Wisdom,5.00%
572,593,,,Plastic,0.67%,Ribbed,0.67%,Pomegranate,0.67%,Edamame,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Toasty,22.00%,Humanity,2.00%
965,594,,,Cork,2.67%,Roman Mosaic,1.33%,Chocolate,0.33%,Drillbit,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Humor,1.00%
1239,595,,,Paper,3.00%,Checkered,0.67%,Brown & Orange,0.33%,Carrot,10.00%,Salty,30.00%,Solid,30.00%,Severe,9.00%,Ambient,41.00%,Patience,5.00%
2435,596,,,Concrete,9.00%,Herringbone,0.33%,Charcoal,0.67%,Original,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Boling,5.00%,Sympathy,3.00%
1092,597,,,Marble,10.33%,Triangles,0.33%,Black & Whites,0.67%,Carrot,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Loyalty,2.00%
1623,598,,,Porcelain,0.67%,Blocks,0.33%,Eggshell,3.67%,Original,10.00%,Sour,21.00%,Condensate,10.00%,Mild,40.00%,Boling,5.00%,Elegance,12.00%
1824,599,,,Rock,1.00%,River Stones,0.33%,Grayscale,1.33%,Hourglass,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Boling,5.00%,Charm,6.00%
1019,600,,,Snow,3.33%,Fresh,1.00%,Gravel,0.33%,Edamame,10.00%,Sour,21.00%,Gas,2.00%,Moderate,50.00%,Ambient,41.00%,Sympathy,3.00%
2075,601,,,Concrete,9.00%,Herringbone,0.33%,Charcoal,0.67%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Humanity,2.00%
941,602,,,Porcelain,0.67%,Blocks,0.33%,Eggshell,3.67%,Wormhole,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Honesty,3.00%
1123,603,,,Marble,10.33%,Triangles,0.33%,Black & Whites,0.67%,Drillbit,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Boling,5.00%,Courage,3.00%
21,604,,,Porcelain,0.67%,Blocks,0.33%,Eggshell,3.67%,Carrot,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Honesty,3.00%
827,605,,,Clay,2.00%,Pavers,0.33%,Mauve,0.67%,Hourglass,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Kindness,15.00%
1776,606,,,Marble,10.33%,Onyx,0.33%,Caramel,1.00%,Classic,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Forgiveness,1.00%
538,607,,,Culinary,2.00%,Pomegranate,0.33%,Pomegranate,0.67%,Blimp,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Elegance,12.00%
2387,608,,,Porcelain,0.67%,Bubble Wrap,0.33%,Eggshell,3.67%,Blimp,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Courage,3.00%
1603,609,,,Pop Art,0.67%,Wonderland,0.33%,Polychromatic,2.67%,Carrot,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Patience,5.00%
679,610,,,Straw,0.33%,Mosaic,2.00%,Gold,0.67%,Carrot,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
2697,611,,,Flora,4.67%,Mossy Brick,0.33%,Moss Green,0.67%,Spool,10.00%,Bitter,18.00%,Plasma,8.00%,Moderate,50.00%,Boling,5.00%,Elegance,12.00%
2791,612,,,Pop Art,0.67%,Wonderland,0.33%,Polychromatic,2.67%,Classic,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Wisdom,5.00%
1976,613,,,Clay,2.00%,Pavers,0.33%,Mauve,0.67%,Spool,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Elegance,12.00%
1118,614,,,Fabric,5.00%,Tarp,0.67%,Enamel,0.33%,Original,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Boling,5.00%,Love,5.00%
1373,615,,,Culinary,2.00%,Pomegranate,0.33%,Pomegranate,0.67%,Wormhole,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
1540,616,,,Pop Art,0.67%,Wonderland,0.33%,Polychromatic,2.67%,Hourglass,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Artistry,5.00%
1812,617,,,Pop Art,0.67%,Wonderland,0.33%,Polychromatic,2.67%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%
685,618,,,Flora,4.67%,Mossy Brick,0.33%,Moss Green,0.67%,Original,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Courage,3.00%
1704,619,,,Fabric,5.00%,Tarp,0.67%,Enamel,0.33%,Spool,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Fairness,3.00%
1728,620,,,Paint,4.33%,Flaked,1.00%,Turquoise Hints,0.33%,Drillbit,10.00%,Bitter,18.00%,Gas,2.00%,Mild,40.00%,Steamy,30.00%,Courage,3.00%
2008,621,,,Culinary,2.00%,Pomegranate,0.33%,Pomegranate,0.67%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%
1892,622,,,Pop Art,0.67%,Wonderland,0.33%,Polychromatic,2.67%,Edamame,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Artistry,5.00%
1038,623,,,Porcelain,0.67%,Bubble Wrap,0.33%,Eggshell,3.67%,Beacon,10.00%,Bitter,18.00%,Condensate,10.00%,Moderate,50.00%,Ambient,41.00%,Patience,5.00%
1299,624,,,Porcelain,0.67%,Blocks,0.33%,Eggshell,3.67%,Blimp,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Gratitude,4.00%
1810,625,,,Clay,2.00%,Pavers,0.33%,Mauve,0.67%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
686,626,,,Paper,3.00%,Checkered,0.67%,Brown & Orange,0.33%,Blimp,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Love,5.00%
483,627,,,Wood,7.67%,Slate Tiles,0.33%,Dark Gray,0.67%,Edamame,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Courage,3.00%
2284,628,,,Faux Fur,1.67%,Sheep,0.33%,Caramel,1.00%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Severe,9.00%,Boling,5.00%,Patience,5.00%
2843,629,,,Flora,4.67%,Moss,0.33%,Moss Green,0.67%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Severe,9.00%,Steamy,30.00%,Gratitude,4.00%
1026,630,,,Concrete,9.00%,Herringbone,0.33%,Charcoal,0.67%,Edamame,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Sympathy,3.00%
2216,631,,,Flora,4.67%,Mossy Brick,0.33%,Moss Green,0.67%,Classic,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Sympathy,3.00%
925,632,,,Fabric,5.00%,Polka Dot,0.67%,Burlap,0.33%,Hourglass,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Honesty,3.00%
895,633,,,Rock,1.00%,Lava,0.33%,Midnight,1.33%,Wormhole,10.00%,Sweet,30.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Artistry,5.00%
307,634,,,Faux Fur,1.67%,Arctic Hare,0.33%,Eggshell,3.67%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Boling,5.00%,Humor,1.00%
1479,635,,,Flora,4.67%,Mossy Brick,0.33%,Moss Green,0.67%,Edamame,10.00%,Sweet,30.00%,Condensate,10.00%,Moderate,50.00%,Ambient,41.00%,Gratitude,4.00%
1543,636,,,Rock,1.00%,River Stones,0.33%,Grayscale,1.33%,Beacon,10.00%,Sour,21.00%,Plasma,8.00%,Severe,9.00%,Steamy,30.00%,Kindness,15.00%
968,637,,,Flora,4.67%,Moss,0.33%,Moss Green,0.67%,Wormhole,10.00%,Salty,30.00%,Plasma,8.00%,Mild,40.00%,Steamy,30.00%,Patience,5.00%
485,638,,,Fabric,5.00%,Polka Dot,0.67%,Burlap,0.33%,Spool,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Toasty,22.00%,Courtesy,5.00%
2493,639,,,Plaster,5.67%,Chipped,0.67%,Blue Green,0.33%,Wormhole,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Honesty,3.00%
